pxcor,pycor,pcolor,plabel,plabel-color,name,accessibility,ward-number,density,total0,total00,b51,b52,b53,b54,b55,b201,b202,b203,b204,b205,b501,b502,b503,b504,b505,b1001,b1002,b1003,b1004,b1005,b5001,b5002,b5003,b5004,b5005,s51,s52,s53,s54,s55,s201,s202,s203,s204,s205,s501,s502,s503,s504,s505,s1001,s1002,s1003,s1004,s1005,s5001,s5002,s5003,s5004,s5005
-16,9,0,,9.9,Queens Park,4,179,9.2,0.520220588,0.396313364,0.620689655,0.5,0.333333333,0.0625,0.133333333,0.8,0.454545455,0.482758621,0.416666667,0.45,0.541666667,0.6,0.357142857,0.388888889,0.482758621,0.785714286,0.684210526,0.678571429,0.434782609,0.6,0.761904762,0.538461538,0.64,0.652173913,0.384615385,0.35483871,0.28125,0.4375,0.055555556,0.071428571,0.411764706,0.529411765,0.413793103,0.136363636,0.171428571,0.536585366,0.571428571,0.435897436,0.310344828,0.303030303,0.46875,0.485714286,0.533333333,0.5,0.35483871,0.540540541,0.68,0.5,0.416666667,0.545454545
-11,9,0,,9.9,Abbey Road,4,489,14,0.585185185,0.431693989,0.458333333,0.347826087,0.523809524,0.12,0,0.7,0.80952381,0.714285714,0.411764706,0.117647059,0.611111111,0.733333333,0.526315789,0.666666667,0.703703704,0.76,0.742857143,0.636363636,0.65,0.555555556,0.703703704,0.75,0.529411765,0.80952381,0.7,0.428571429,0.541666667,0.444444444,0,0.081081081,0.55,0.512820513,0.444444444,0.206896552,0.181818182,0.538461538,0.565217391,0.37037037,0.357142857,0.372093023,0.555555556,0.40625,0.5,0.4375,0.346153846,0.6,0.545454545,0.666666667,0.620689655,0.448275862
-9,9,0,,9.9,Regent's Park,3,488,11.66666667,0.5029036,0.469909316,0.482758621,0.6,0.666666667,0.071428571,0,0.604651163,0.577777778,0.5,0.392857143,0.264705882,0.65625,0.692307692,0.568181818,0.657142857,0.454545455,0.625,0.6,0.512820513,0.470588235,0.304347826,0.533333333,0.575757576,0.423076923,0.685714286,0.547619048,0.534482759,0.41025641,0.488888889,0.083333333,0.025,0.593220339,0.472222222,0.586206897,0.307692308,0.234042553,0.660377358,0.620689655,0.510204082,0.5,0.307692308,0.5,0.490196078,0.433962264,0.487804878,0.391304348,0.534883721,0.625,0.543478261,0.631578947,0.531914894
-1,9,0,,9.9,St. Peter's,5,542,18,0.608490566,0.460176991,0.833333333,0.888888889,0.666666667,0.142857143,0,0.6,0.545454545,0.428571429,0.333333333,0.083333333,0.454545455,0.75,0.625,0.6,0.454545455,0.916666667,0.833333333,1,0.333333333,0.833333333,1,0.7,0.5,0.857142857,0.5,0.388888889,0.481481481,0.625,0,0,0.545454545,0.583333333,0.6,0.263157895,0.272727273,0.666666667,0.454545455,0.363636364,0.454545455,0.4,0.588235294,0.5,0.833333333,0.533333333,0.4375,0.714285714,0.5,0.466666667,0.5,0.5
0,9,0,,9.9,Hoxton,5,562,10,0.610837438,0.393277311,0.714285714,0.636363636,0.75,0,0.133333333,0.866666667,0.647058824,0.785714286,0.285714286,0.25,0.625,0.75,0.642857143,0.6,0.529411765,0.866666667,0.6,0.736842105,0.555555556,0.5625,0.777777778,0.785714286,0.652173913,0.647058824,0.785714286,0.19047619,0.45,0.388888889,0.037037037,0.034482759,0.538461538,0.36,0.272727273,0.28,0,0.75862069,0.590909091,0.636363636,0.206896552,0.434782609,0.576923077,0.56,0.611111111,0.428571429,0.526315789,0.416666667,0.518518519,0.285714286,0.375,0.411764706
2,9,0,,9.9,Haggerston,6,550,12.33333333,0.496138996,0.486486486,0.6875,0.565217391,0.307692308,0,0,0.625,0.529411765,0.615384615,0.2,0.133333333,0.6875,0.772727273,0.541666667,0.3125,0.25,0.695652174,0.631578947,0.5,0.583333333,0.423076923,0.652173913,0.68,0.75,0.571428571,0.523809524,0.588235294,0.576923077,0.444444444,0,0.035714286,0.575757576,0.333333333,0.620689655,0.157894737,0.148148148,0.576923077,0.583333333,0.5,0.4375,0.424242424,0.65625,0.62962963,0.578947368,0.344827586,0.428571429,0.88,0.588235294,0.733333333,0.5,0.606060606
4,9,0,,9.9,Bethnal Green North,6,524,11,0.574626866,0.447552448,0.466666667,0.769230769,0.416666667,0.153846154,0,0.625,0.608695652,0.571428571,0.1,0.090909091,0.631578947,0.7,0.882352941,0.428571429,0.5,0.666666667,0.833333333,0.6,0.590909091,0.647058824,0.785714286,0.8125,0.611111111,0.75,0.727272727,0.461538462,0.333333333,0.235294118,0.0625,0.04,0.5,0.5,0.517241379,0.36,0.238095238,0.586206897,0.607142857,0.5,0.5,0.6,0.608695652,0.5,0.652173913,0.45,0.636363636,0.647058824,0.625,0.277777778,0.681818182,0.230769231
5,9,0,,9.9,Bow West,4,529,7.25,0.633766234,0.392354125,0.733333333,0.555555556,0.75,0,0,0.944444444,0.615384615,0.866666667,0.294117647,0.176470588,0.736842105,0.684210526,0.5,0.619047619,0.4,0.736842105,0.823529412,0.8125,0.777777778,0.692307692,0.923076923,0.833333333,0.733333333,1,0.769230769,0.481481481,0.454545455,0.235294118,0,0,0.5,0.263157895,0.411764706,0.162162162,0.153846154,0.411764706,0.642857143,0.52173913,0.434782609,0.428571429,0.666666667,0.391304348,0.4,0.3,0.421052632,0.473684211,0.407407407,0.571428571,0.8125,0.411764706
13,9,0,,9.9,Plaistow North,3,597,3,0.457364341,0.528409091,0.4,0.666666667,0.5,0.25,0,0.714285714,0.333333333,1,0.142857143,0,0.666666667,0.8,1,0.5,0.666666667,0.5,0.666666667,0.555555556,0.375,0.285714286,0,0.625,0.75,0.333333333,0.25,0.5,0.5,0,0,0,0.833333333,0.5,1,0,0.111111111,0.5,0.615384615,0.428571429,1,0.75,0.5,0.6,0.714285714,0.571428571,0.7,0.5,0.857142857,0.857142857,0.666666667,0.333333333
15,9,0,,9.9,Boleyn,3,599,1.5,0.595238095,0.58,0.5,0.5,0.333333333,0,0,1,1,0.8,1,0,0.5,1,1,,,1,1,1,0.333333333,,,1,0,1,,1,0,0.333333333,0,0,1,1,1,1,,1,1,0.333333333,1,1,0.5,1,1,0.666666667,1,0.666666667,0,0.5,1,0.5
16,9,0,,9.9,East Ham Central,4,600,1,0.513513514,0.46,0,1,0.5,0,,1,1,0.5,,0,,0,1,0,0.333333333,1,0,,0.333333333,1,1,0,1,,1,1,0,0.5,0,0,0,1,0,1,1,,0.75,,0.5,0,0.25,0.333333333,0.5,0,0.428571429,1,,,0.5,1
20,9,0,,9.9,Gascoigne,2,608,1,0.69047619,0.117647059,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.5,1,0.5,1,0.666666667,,1,1,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333,0,,0,0,,0.5,0.333333333,0.2,0,,,0.5
24,9,0,,9.9,Thames,1.5,609,0.304347826,0.419354839,0.368932039,0.6,0,0,0,0,0.4,0.2,0.333333333,0,0.666666667,0.333333333,0.6,0.2,,0.5,0,0.25,0.571428571,0.5,0.4,1,1,0.571428571,0.75,0.666666667,0.333333333,0,0,0,0,0.25,0.25,0,0.5,0,0,0.25,0.6,1,0.666666667,0.333333333,0.6,0.333333333,0.571428571,0.5,0.333333333,0.5,1,0.2,0.666666667
-46,8,0,,9.9,Brunel,2,129,0.555555556,0.827586207,0.535433071,1,1,0,0.666666667,0,1,1,1,1,1,,1,0.5,,1,1,1,1,1,1,0.666666667,1,0.5,1,0.666666667,0.571428571,0.5,0.4,0,0,0.714285714,0.666666667,0.6,0.166666667,0.5,0,0.8,0.666666667,0.5,0,0.833333333,0.428571429,0.6,0.166666667,0.571428571,0.666666667,0.8,0.8,0.666666667,1
-25,8,0,,9.9,Hanger Hill,3,105,0.9,0.553719008,0.417177914,0.8,0.8,0.2,0,0,0.666666667,0.625,0.6,0.25,0.333333333,1,0,0.857142857,0.8,0.166666667,0.666666667,0.333333333,0.6,0.333333333,0.6,0.6,0.857142857,0.833333333,0.75,1,0.4,0.285714286,0,0,0,0.4,0.25,0.416666667,0.4,0.166666667,0.6,0.2,0.2,0.545454545,0.4,0.8,0.857142857,0.5,0.571428571,0.5,0.6,0.777777778,0,0.625,0
-21,8,0,,9.9,East Acton,3,90,1.733333333,0.524271845,0.410480349,0.5,0.625,0.428571429,0,0,0.642857143,0.666666667,0.4,0.333333333,0.538461538,0.769230769,0.7,0.461538462,0.444444444,0.142857143,0.5,0.647058824,0.75,0.7,0.692307692,0.666666667,1,0.578947368,0.555555556,0.722222222,0.470588235,0.375,0.090909091,0.05,0,0.535714286,0.733333333,0.411764706,0.2,0.1,0.411764706,0.4,0.368421053,0.625,0.45,0.588235294,0.5,0.466666667,0.666666667,0.55,0.625,0.428571429,0.55,0.571428571,0.4375
-14,8,0,,9.9,Queen's Park,4,491,10,0.5859375,0.441441441,0.533333333,0.416666667,0.888888889,0,0.090909091,0.666666667,0.846153846,1,0.2,0.5,0.833333333,0.8,0.75,0.8,0.083333333,0.642857143,1,0.7,0.571428571,0.545454545,0.666666667,0.733333333,0.571428571,0.5,0.692307692,0.266666667,0.277777778,0.333333333,0.071428571,0,0.8,0.75,0.466666667,0.333333333,0.2,0.75,0.5,0.363636364,0.642857143,0.470588235,0.583333333,0.388888889,0.2,0.5,0.428571429,0.545454545,0.526315789,0.692307692,0.631578947,0.5
-12,8,0,,9.9,Maida Vale,4,497,12,0.567567568,0.487356322,0.5,0.466666667,0.6,0.117647059,0,0.571428571,0.8,0.666666667,0.2,0.307692308,0.823529412,0.733333333,0.75,0.416666667,0.4,0.833333333,0.7,0.909090909,0.444444444,0.7,0.583333333,0.818181818,0.714285714,0.769230769,0.818181818,0.5,0.4,0.36,0.1,0.142857143,0.647058824,0.4,0.714285714,0.384615385,0.1875,0.666666667,0.611111111,0.615384615,0.5,0.411764706,0.578947368,0.625,0.611111111,0.434782609,0.615384615,0.55,0.578947368,0.636363636,0.6,0.571428571
-4,8,0,,9.9,King's Cross,6.5,507,9.5,0.578947368,0.439093484,0.25,0.333333333,0.545454545,0,0,0.8,1,0.307692308,0.466666667,0.166666667,0.5,0.666666667,0.875,0.357142857,0.333333333,1,0.833333333,1,0.857142857,0.833333333,0.818181818,0.625,0.666666667,0.642857143,0.818181818,0.692307692,0.388888889,0.5,0,0.083333333,0.727272727,0.571428571,0.4,0.142857143,0.142857143,0.571428571,0.454545455,0.384615385,0.363636364,0.5,0.4,0.571428571,0.590909091,0.444444444,0.473684211,0.4,0.666666667,0.631578947,0.363636364,0.294117647
-3,8,0,,9.9,Clerkenwell,6,534,13.4,0.682539683,0.436206897,0.763157895,0.771428571,0.655172414,0.032258065,0.045454545,0.833333333,0.666666667,0.8125,0.346153846,0.148148148,0.9,0.851851852,0.705882353,0.515151515,0.518518519,0.846153846,0.818181818,0.757575758,0.722222222,0.685714286,0.885714286,0.8,0.930232558,0.755555556,0.78125,0.523809524,0.538461538,0.583333333,0.022222222,0.038461538,0.409090909,0.565217391,0.512195122,0.275862069,0.288888889,0.564516129,0.477272727,0.454545455,0.444444444,0.282608696,0.462962963,0.553191489,0.543859649,0.282608696,0.6,0.588235294,0.590909091,0.530612245,0.421052632,0.375
2,8,0,,9.9,Weavers,5,533,12.5,0.481481481,0.453465347,0.444444444,0.5,0.272727273,0,0,0.769230769,0.611111111,0.6,0.230769231,0,0.75,0.461538462,0.333333333,0.416666667,0.5,0.642857143,0.909090909,0.7,0.571428571,0.555555556,0.583333333,0.529411765,0.333333333,0.888888889,0.666666667,0.411764706,0.181818182,0.6,0.052631579,0,0.619047619,0.588235294,0.666666667,0.363636364,0.076923077,0.655172414,0.576923077,0.578947368,0.230769231,0.517241379,0.526315789,0.523809524,0.666666667,0.3125,0.470588235,0.5625,0.409090909,0.620689655,0.461538462,0.578947368
5,8,0,,9.9,Mile End and Globe Town,5,523,9.666666667,0.520107239,0.440643863,0.470588235,0.352941176,0.333333333,0.066666667,0,0.571428571,0.5,0.705882353,0.235294118,0,0.705882353,0.611111111,0.533333333,0.285714286,0.5,0.625,0.833333333,0.933333333,0.619047619,0.4,0.764705882,0.785714286,0.785714286,0.5,0.666666667,0.565217391,0.266666667,0.2,0.055555556,0,0.368421053,0.388888889,0.416666667,0.315789474,0.166666667,0.578947368,0.583333333,0.65,0.461538462,0.5,0.444444444,0.642857143,0.52,0.571428571,0.363636364,0.357142857,0.666666667,0.75,0.588235294,0.53125
12,8,0,,9.9,Canning Town North,3,589,3.75,0.61722488,0.428571429,0.538461538,0.37037037,0.444444444,0.117647059,0.058823529,0.666666667,0.666666667,0.692307692,0.538461538,0.4,0.736842105,1,0.684210526,0.857142857,0.555555556,0.842105263,0.8125,0.8,0.769230769,0.571428571,0.692307692,0.692307692,0.923076923,0.705882353,0.6875,0.458333333,0.125,0.225806452,0,0,0.588235294,0.64516129,0.428571429,0.19047619,0.133333333,0.733333333,0.423076923,0.333333333,0.631578947,0.3,0.5,0.482758621,0.703703704,0.5,0.368421053,0.526315789,0.548387097,0.619047619,0.590909091,0.421052632
14,8,0,,9.9,Plaistow South,3,595,2.2,0.677419355,0.386597938,0.714285714,0.166666667,0.8,0,0,1,0.888888889,1,0.4,0.333333333,0.8,0.8,0.888888889,0.636363636,0.5,0.857142857,0.8,0.833333333,0.8,0.875,0.625,0.75,0.714285714,0.833333333,0.666666667,0.8,0.444444444,0.166666667,0,0,0.75,0.2,0.222222222,0,0.166666667,0.333333333,0.7,0.4,0.25,0.363636364,0.636363636,0.363636364,0.166666667,0.333333333,0.3,0.636363636,0.5,0.777777778,0.25,0.5
18,8,0,,9.9,East Ham South,1.5,591,1.6,0.456,0.477707006,0.4,0,0,0.333333333,0,0,0.666666667,0.666666667,0.666666667,0.25,0.666666667,1,0.571428571,0.666666667,0,0.5,0.5,0.857142857,0.333333333,0.4,0.5,0.8,0.25,0.571428571,0.714285714,0,0.333333333,0,0,0,0.4,0.666666667,0.2,0.555555556,0,0.75,0.75,0.5,0.75,0.375,0.571428571,0.714285714,0.833333333,0,0.5,0.75,0.75,0.666666667,0.666666667,0.625
20,8,0,,9.9,Beckton,1.5,590,0.421052632,0.510948905,0.328671329,0.375,0.2,0,0,0,0.25,0.5,0.666666667,0.333333333,0,0.666666667,0.6,0.714285714,0.222222222,0.714285714,1,0.571428571,1,0.8,1,0.666666667,0.75,0.428571429,0.777777778,0.5,0.125,0.125,0.2,0,0.125,0.333333333,0.25,0.3,0.333333333,0.428571429,0.428571429,0,0.75,0.25,0.6,0.625,0.666666667,0,0.4,0.285714286,0.25,0.625,0.333333333,0,0.25
-37,7,0,,9.9,Yeading,1.5,144,0.375,0.511627907,0.275862069,,,0,0,0,0.75,0,0,0,0.5,0,,,1,0.5,1,0.666666667,1,0.5,0.5,0,1,0.666666667,0.5,0.666666667,0,0,0.5,0,0,0,0,0.25,0.333333333,0,0.333333333,1,0,0,0.5,0.333333333,0.5,,0,0.2,0.8,1,0.5,0,0
-29,7,0,,9.9,Cleveland,2,97,0.571428571,0.8,0.390625,1,0.5,0.5,,0,,1,1,0.666666667,1,0,1,0,1,,1,1,1,1,1,1,,1,1,,0,0,0,0,0,0.666666667,0.2,0,0.333333333,0.333333333,0,0.666666667,1,1,0.75,0.5,0.333333333,0.5,1,0,0.6,0,,1,0.5
-19,7,0,,9.9,College Park and Old Oak,2,456,4.7,0.553511706,0.419023136,0.666666667,0.294117647,0.607142857,0.060606061,0,0.580645161,0.481481481,0.541666667,0.666666667,0.28125,0.590909091,0.8,0.6,0.428571429,0.619047619,0.789473684,0.653846154,0.777777778,0.724137931,0.583333333,0.774193548,0.80952381,0.636363636,0.5,0.684210526,0.382352941,0.323529412,0.322580645,0.057142857,0.129032258,0.475,0.545454545,0.275862069,0.258064516,0.068965517,0.676470588,0.419354839,0.470588235,0.285714286,0.366666667,0.607142857,0.484848485,0.428571429,0.413793103,0.483870968,0.53125,0.65625,0.657142857,0.6,0.538461538
-16,7,0,,9.9,Golborne,3,464,8.5,0.506493506,0.514469453,0.692307692,0.363636364,0.333333333,0,0.2,0.555555556,0.6,0.444444444,0.4,0.285714286,0.888888889,0.444444444,0.461538462,0.454545455,0.5,0.916666667,0.555555556,0.545454545,0.272727273,0.375,0.571428571,0.875,0.4,0.7,0.75,0.583333333,0.666666667,0.352941176,0,0,0.6875,0.642857143,0.636363636,0.166666667,0.166666667,0.666666667,0.785714286,0.666666667,0.625,0.35,0.357142857,0.588235294,0.75,0.384615385,0.714285714,0.428571429,0.5,0.529411765,0.625,0.636363636
-14,7,0,,9.9,Harrow Road,5,486,10,0.598393574,0.476608187,0.777777778,0.615384615,0.428571429,0,0.111111111,0.7,0.625,0.636363636,0.285714286,0.222222222,1,0.636363636,0.75,0.4,0.461538462,0.705882353,0.75,0.571428571,0.692307692,0.714285714,0.714285714,0.916666667,0.833333333,0.888888889,0.571428571,0.384615385,0.692307692,0.368421053,0.083333333,0,0.636363636,0.625,0.333333333,0.333333333,0.4,0.363636364,0.529411765,0.529411765,0.5625,0.2,0.307692308,0.75,0.571428571,0.545454545,0.666666667,0.7,0.642857143,0.7,0.588235294,0.4
-11,7,0,,9.9,Little Venice,6,496,14.5,0.645333333,0.457528958,0.727272727,0.730769231,0.5,0.230769231,0.076923077,0.923076923,0.666666667,0.642857143,0.230769231,0.2,0.777777778,0.764705882,0.736842105,0.470588235,0.565217391,0.9,0.8,0.866666667,0.625,0.428571429,0.933333333,0.85,0.777777778,0.818181818,0.769230769,0.590909091,0.294117647,0.526315789,0,0,0.55,0.375,0.5,0.3,0.25,0.68,0.620689655,0.578947368,0.416666667,0.28,0.631578947,0.545454545,0.384615385,0.411764706,0.391304348,0.6875,0.761904762,0.482758621,0.611111111,0.5
-10,7,0,,9.9,Church Street,6,498,11,0.683274021,0.527415144,0.764705882,0.714285714,0.416666667,0,0.076923077,0.875,0.75,0.857142857,0.3,0.5,0.888888889,0.823529412,0.933333333,0.5,0.444444444,0.6875,1,0.75,0.909090909,0.555555556,0.933333333,0.909090909,0.888888889,0.625,0.636363636,0.642857143,0.615384615,0.411764706,0.066666667,0,0.545454545,0.631578947,0.666666667,0.352941176,0.2,0.615384615,0.9,0.428571429,0.416666667,0.2,0.857142857,0.526315789,0.714285714,0.555555556,0.4,0.681818182,0.5625,0.8,0.590909091,0.545454545
-5,7,0,,9.9,Bloomsbury,6.5,502,8.666666667,0.627388535,0.46803653,0.454545455,0.416666667,0.5,0,0,0.764705882,0.785714286,0.692307692,0.5625,0.615384615,0.8,0.875,0.625,0.5,0.454545455,0.846153846,0.888888889,0.769230769,0.8,0.461538462,0.928571429,0.636363636,0.818181818,0.785714286,0.5,0.733333333,0.4,0.466666667,0.058823529,0.05,0.615384615,0.529411765,0.470588235,0.210526316,0.210526316,0.736842105,0.52173913,0.5,0.384615385,0.52173913,0.5,0.75,0.636363636,0.578947368,0.35,0.555555556,0.5,0.4375,0.647058824,0.523809524
-1,7,0,,9.9,Bunhill,6.5,541,17.5,0.640271493,0.414285714,0.6,0.56,0.571428571,0.0625,0.176470588,0.75,0.777777778,0.666666667,0.428571429,0.208333333,0.714285714,0.866666667,0.705882353,0.52173913,0.578947368,0.882352941,0.818181818,0.846153846,0.909090909,0.526315789,0.789473684,0.782608696,0.823529412,0.875,0.875,0.666666667,0.392857143,0.578947368,0.03125,0.033333333,0.470588235,0.47826087,0.4,0.214285714,0.24137931,0.458333333,0.5,0.333333333,0.392857143,0.48,0.428571429,0.538461538,0.380952381,0.407407407,0.5,0.411764706,0.62962963,0.56,0.619047619,0.466666667
3,7,0,,9.9,Bethnal Green South,6,522,10,0.598885794,0.393442623,0.272727273,0.615384615,0.647058824,0.2,0.052631579,0.888888889,0.666666667,0.818181818,0.333333333,0.181818182,0.642857143,0.857142857,0.631578947,0.222222222,0.35,0.882352941,0.692307692,0.6875,0.6,0.833333333,0.9,0.6,0.777777778,0.785714286,0.705882353,0.476190476,0.4,0.352941176,0.0625,0.05,0.28,0.56,0.384615385,0.157894737,0.185185185,0.608695652,0.466666667,0.5,0.5,0.411764706,0.321428571,0.272727273,0.4,0.363636364,0.454545455,0.523809524,0.470588235,0.513513514,0.47826087,0.454545455
7,7,0,,9.9,Mile End East,5,526,5,0.5,0.387755102,0.3,0.555555556,0.2,0,0.5,0.666666667,0.25,0.833333333,0.5,0.4,1,0.444444444,0.6,0.4,0.25,0.25,0.833333333,0.6,0.571428571,0.166666667,0.75,0.875,0.6,0.4,1,0.714285714,0.3,0.142857143,0,0,0.533333333,0.285714286,0.6,0.25,0.2,0.5,0.5,0.571428571,0.428571429,0.4,0.333333333,0.454545455,0.444444444,0.6,0.444444444,0.5,0.75,0.5,0.285714286,0.5
8,7,0,,9.9,Bromley-by-Bow,3,528,5,0.584615385,0.385964912,0.583333333,0.4,0.4,0,0,0.666666667,0.857142857,0.625,0.5,0.166666667,0.75,0.555555556,0.8,0.777777778,0.555555556,0.666666667,0.6,0.555555556,0.5,0.555555556,0.75,0.625,0.923076923,0.857142857,0.666666667,0.5,0.2,0.375,0,0,0.307692308,0.4,0.333333333,0.181818182,0,0.666666667,0.454545455,0.7,0,0.428571429,0.642857143,0.4,0.4,0.25,0.625,0.375,0.454545455,0.375,0.5,0.571428571
-42,6,0,,9.9,Botwell,2,140,2.153846154,0.496453901,0.37667304,0.315789474,0.230769231,0.117647059,0,0,0.5,0.611111111,0.210526316,0.4,0.222222222,0.68,0.769230769,0.4,0.4,0.411764706,0.684210526,0.625,0.555555556,0.631578947,0.444444444,0.631578947,0.75,0.789473684,0.727272727,0.647058824,0.529411765,0.277777778,0.115384615,0,0.05,0.3125,0.526315789,0.181818182,0.4,0.105263158,0.444444444,0.518518519,0.416666667,0.375,0.307692308,0.545454545,0.6,0.571428571,0.533333333,0.384615385,0.529411765,0.481481481,0.315789474,0.380952381,0.48
-34,6,0,,9.9,Lady Margaret,2,94,0.5,0.681818182,0.351351351,,1,0,,0,1,,0,0.5,0,,,,1,1,,1,1,0.5,1,,1,,,1,,0,0,,0,0,0,,0,0.333333333,0.5,0.333333333,1,0.5,,,,1,0,0,1,,1,0.5,0.25
-31,6,0,,9.9,Hobbayne,2,96,0.5,0.891304348,0.44,0.5,0,1,0.5,,1,1,1,1,1,1,,1,1,1,,1,1,0.8,,1,,0,1,1,0.5,0,,0,0,0.666666667,,0.5,0,0,0.5,0.5,0.5,0.5,,0,1,0,1,1,0,1,1,0.5,0.5
-16,6,0,,9.9,St. Charles,3,472,5,0.707070707,0.264,0.666666667,0.75,0.875,0.333333333,0,0.625,0.666666667,0,0.5,0.333333333,1,0.833333333,0.8,0.8,1,0.6,0.8,0.5,0.5,0.777777778,0.5,1,1,1,1,0.2,0,0.2,0,0,0.75,0.2,0,0.25,0,0.25,0,0.2,0.5,0.333333333,0.444444444,0.5,0.75,0.4,0.25,0.25,0.2,0.571428571,0.142857143,0
-13,6,0,,9.9,Westbourne,4,495,13.5,0.59223301,0.455555556,0.6875,0.636363636,0.5625,0,0,0.428571429,0.5,0.777777778,0.272727273,0.153846154,0.947368421,0.769230769,0.705882353,0.571428571,0.285714286,0.631578947,0.692307692,0.444444444,0.5,0.692307692,0.555555556,0.888888889,0.615384615,0.833333333,0.642857143,0.461538462,0.25,0.571428571,0.058823529,0.090909091,0.535714286,0.4,0.235294118,0.2,0.210526316,0.571428571,0.458333333,0.466666667,0.578947368,0.352941176,0.928571429,0.375,0.6875,0.6875,0.357142857,0.684210526,0.357142857,0.476190476,0.625,0.590909091
-9,6,0,,9.9,Bryanston and Dorset Square,6.5,487,8.5,0.403755869,0.428571429,0.4,0.428571429,0.272727273,0,0,0.166666667,0.5,0.384615385,0.2,0.125,0.454545455,0.615384615,0.4,0.333333333,0.166666667,0.538461538,0.25,0.857142857,0.5,0.333333333,0.3,0.727272727,0.727272727,0.7,0.181818182,0.285714286,0.625,0.357142857,0.142857143,0.076923077,0.6,0.642857143,0.5,0.266666667,0.2,0.875,0.5,0.111111111,0,0.428571429,0.727272727,0.615384615,0.25,0.285714286,0.5,0.25,0.5,0.571428571,0.625,0.5
-8,6,0,,9.9,Marylebone High Street,6.5,490,10,0.526737968,0.495901639,0.25,0.384615385,0.555555556,0.071428571,0.055555556,0.75,0.625,0.5625,0,0.357142857,0.8,1,0.636363636,0.368421053,0.466666667,0.75,0.625,0.666666667,0.416666667,0.333333333,0.5625,0.615384615,0.714285714,0.75,0.684210526,0.5,0.5625,0.384615385,0.172413793,0.05,0.736842105,0.6,0.555555556,0.388888889,0.318181818,0.666666667,0.555555556,0.588235294,0.25,0.454545455,0.666666667,0.565217391,0.551724138,0.5,0.666666667,0.583333333,0.578947368,0.55,0.555555556,0.5
-4,6,0,,9.9,Holborn and Covent Garden,6.5,503,17,0.689814815,0.423407917,0.815789474,0.733333333,0.642857143,0.142857143,0.08,0.818181818,0.822222222,0.833333333,0.5,0.382352941,0.862068966,0.697674419,0.648648649,0.631578947,0.647058824,0.8,0.857142857,0.766666667,0.583333333,0.6,0.810810811,0.777777778,0.829268293,0.785714286,0.710526316,0.421052632,0.333333333,0.538461538,0.046511628,0.038461538,0.511627907,0.511111111,0.416666667,0.240740741,0.18,0.551020408,0.488888889,0.489361702,0.342105263,0.369565217,0.642857143,0.482142857,0.458333333,0.46875,0.30952381,0.634146341,0.7,0.575,0.529411765,0.446808511
2,6,0,,9.9,Spitalfields and Banglatown,6.5,532,15,0.674033149,0.452554745,1,0.636363636,0.8,0,0.1,1,0.777777778,0.5,0.428571429,0.333333333,0.625,1,0.666666667,0.571428571,0.666666667,0.888888889,0.7,0.8,0.714285714,0.8,0.75,1,1,0.7,0.857142857,0.375,0.473684211,0.5,0,0,0.666666667,0.3,0.222222222,0.266666667,0.071428571,0.75,0.6,0.666666667,0.3125,0.5,0.692307692,0.636363636,0.625,0.571428571,0.388888889,0.571428571,0.555555556,0.636363636,0.714285714,0.571428571
4,6,0,,9.9,Whitechapel,6,531,12,0.578158458,0.36996904,0.666666667,0.571428571,0.4,0.166666667,0,0.708333333,0.705882353,0.733333333,0.571428571,0.111111111,0.818181818,0.6,0.666666667,0.473684211,0.4,0.631578947,0.64,0.681818182,0.625,0.411764706,0.619047619,0.681818182,0.714285714,0.666666667,1,0.333333333,0.208333333,0.28,0.035714286,0,0.375,0.285714286,0.294117647,0.178571429,0.045454545,0.703703704,0.5,0.571428571,0.363636364,0.409090909,0.461538462,0.37037037,0.464285714,0.428571429,0.290322581,0.44,0.470588235,0.619047619,0.516129032,0.739130435
5,6,0,,9.9,St. Dunstan's and Stepney Green,5,525,7,0.650130548,0.416666667,0.625,0.6,0.666666667,0.214285714,0,0.666666667,0.8125,0.6,0.6,0.125,0.736842105,0.823529412,0.761904762,0.916666667,0.333333333,0.6875,0.714285714,0.76,0.818181818,0.7,0.789473684,0.8,0.8,0.727272727,0.9,0.421052632,0.35,0.235294118,0.05,0.05,0.384615385,0.526315789,0.45,0.230769231,0,0.636363636,0.458333333,0.4375,0.444444444,0.5,0.4375,0.6,0.523809524,0.571428571,0.5,0.608695652,0.555555556,0.391304348,0.428571429,0.583333333
